rebalance_date,ticker,weight,method,fund,family,sector,sentiment_signal
2021-01-29,TMUS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,TTWO,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,UPS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,USB,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,V,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,WFC,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,WMT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,XOM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,ADA-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,BCH-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,BTC-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,EOS-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,ETC-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,ETH-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,LTC-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,TRX-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,XLM-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-01-29,XRP-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,ABBV,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,ABT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,ADBE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,AEP,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,AMD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,AMGN,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,AMT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,BA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,CAT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,CCI,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,CMCSA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,COP,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,CVX,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,D,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,DD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,DIS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,DOW,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,DUK,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,EA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,GE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,GILD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,GS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,INTC,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,KO,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,MMM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,MRK,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,MS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,NEE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,NEM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,NKE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,NUE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,NVDA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,O,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,OXY,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,PLD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,PSA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,QCOM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,SBUX,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,SHW,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,SLB,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,SO,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,T,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,TMUS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,TTWO,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,UPS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,USB,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,V,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,WFC,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,WMT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,XOM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,ADA-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,BCH-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,BTC-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,EOS-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,ETC-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,ETH-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,LTC-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,TRX-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,XLM-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-02-26,XRP-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,ABBV,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,ABT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,ADBE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,AEP,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,AMD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,AMGN,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,AMT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,BA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,CAT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,CCI,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,CMCSA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,COP,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,CVX,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,D,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,DD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,DIS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,DOW,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,DUK,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,EA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,GE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,GILD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,GS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,INTC,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,KO,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,MMM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,MRK,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,MS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,NEE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,NEM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,NKE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,NUE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,NVDA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,O,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,OXY,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,PLD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,PSA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,QCOM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,SBUX,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,SHW,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,SLB,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,SO,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,T,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,TMUS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,TTWO,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,UPS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,USB,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,V,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,WFC,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,WMT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,XOM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,ADA-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,BCH-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,BTC-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,EOS-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,ETC-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,ETH-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,LTC-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,TRX-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,XLM-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-03-31,XRP-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,ABBV,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,ABT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,ADBE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,AEP,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,AMD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,AMGN,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,AMT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,BA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,CAT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,CCI,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,CMCSA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,COP,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,CVX,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,D,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,DD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,DIS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,DOW,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,DUK,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,EA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,GE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,GILD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,GS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,INTC,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,KO,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,MMM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,MRK,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,MS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,NEE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,NEM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,NKE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,NUE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,NVDA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,O,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,OXY,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,PLD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,PSA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,QCOM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,SBUX,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,SHW,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,SLB,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,SO,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,T,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,TMUS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,TTWO,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,UPS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,USB,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,V,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,WFC,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,WMT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,XOM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,ADA-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,BCH-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,BTC-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,EOS-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,ETC-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,ETH-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,LTC-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,TRX-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,XLM-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-04-30,XRP-USD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,ABBV,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,ABT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,ADBE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,AEP,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,AMD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,AMGN,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,AMT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,BA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,CAT,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,CCI,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,CMCSA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,COP,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,CVX,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,D,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,DD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,DIS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,DOW,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,DUK,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,EA,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,GE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,GILD,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,GS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,INTC,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,KO,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,MMM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,MRK,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,MS,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,NEE,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
2021-05-28,NEM,0.016666666666666666,equal_weight,Combined Equal Weight,Combined,,
